Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
how many days are in 5 months,11,11,1000,25,0.00,https://www.calculator.net/date-calculator.html,4,0,0.00,0,151,"[79,66,66,41,30,13,16,30,41,30,54,41]",2026-04-03,"Instant answer, Video, People also ask, Related searches",informational,Organic
27 out of 30 as a percentage,17,16,2900,18,0.00,https://www.calculator.net/percent-calculator.html?ctype=22&x=46,4,0,0.00,0,970000000,"[54,66,66,54,54,15,8,15,54,66,43,36]",2026-04-21,"Sitelinks, Video, People also ask, AI overview",informational,Organic
20/hr salary,17,17,2900,39,0.00,https://www.calculator.net/salary-calculator.html,4,0,0.00,0,297000000,"[19,16,23,0,35,81,100,44,44,19,16,16]",2026-04-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
formula hemisphere volume,16,16,2900,27,0.00,https://www.calculator.net/volume-calculator.html,4,0,0.00,0,10700000,"[1,10,44,81,100,3,0,4,10,10,13,0]",2026-04-19,"Video, Image, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
bg lev to usd,14,14,880,21,0.01,https://www.calculator.net/currency-calculator.html,4,0,0.00,0,798000,"[41,30,36,41,36,100,41,24,24,36,20,20]",2026-04-16,"Related searches, AI overview",informational,Organic
how many days till feb 13,14,14,880,24,0.00,https://www.calculator.net/date-calculator.html,4,0,0.00,0,665000000,"[100,43,1,1,2,2,3,2,3,3,36,36]",2026-04-12,"Instant answer, Video, Related searches",informational,Organic
how many watts does a house use,13,13,880,23,0.16,https://www.calculator.net/electricity-calculator.html,4,0,0.00,0.02,184000000,"[66,36,36,30,30,30,36,30,30,30,30,36]",2026-03-14,"Sitelinks, Video, Related searches, AI overview",informational,Organic
area and composite figures,15,15,1600,28,1.49,https://www.calculator.net/area-calculator.html,4,0,5.00,0.02,148000000,"[2,0,1,100,35,12,1,7,23,16,19,19]",2026-04-15,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
random 4 digit number generator,18,18,1600,14,0.00,https://www.calculator.net/random-number-generator.html,4,0,0.00,0,79,"[44,27,36,24,24,16,52,66,66,66,66,80]",2026-04-13,"Video, Related searches",informational,Organic
how do you figure out diameter from circumference,15,10,2900,41,0.00,https://www.calculator.net/circle-calculator.html,4,0,0.00,0,50000000,"[2,66,0,100,81,0,0,3,81,0,54,54]",2026-04-21,"Video, Video Carousel, Related searches, Short videos, Questions and answers, AI overview",informational,Organic
7 7 8 as a decimal,14,14,1600,13,0.00,https://www.calculator.net/fraction-calculator.html,4,0,0.00,0,127,"[13,13,10,19,24,24,19,29,16,10,8,8]",2026-04-21,"Video, Video Carousel, Related searches, AI overview",informational,Organic
2:00 pm,14,14,1000,31,0.00,https://www.calculator.net/hours-calculator.html,4,0,0.00,0,248000000,"[44,34,24,0,0,65,100,0,0,44,44,20]",2026-04-05,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
lb to mt conversion,11,11,480,34,0.00,https://www.calculator.net/conversion-calculator.html,4,0,0.00,0,0,"[36,16,20,100,30,13,30,8,45,55,36,24]",2026-03-11,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
time in timeout calculator,11,11,320,58,3.43,https://www.calculator.net/time-card-calculator.html,4,0,13.00,0.02,113,"[18,100,66,81,66,54,54,44,54,54,23,23]",2026-03-28,"Video, Related searches",informational,Organic
prime number factor calculator,12,12,590,47,0.00,https://www.calculator.net/prime-factorization-calculator.html?cvar=40&x=Calculate,4,0,0.00,0,83,"[3,0,100,1,0,0,1,0,0,0,0,1]",2026-04-01,"Video, Related searches, See results about",informational,Organic
salary take home calculator new york,11,11,320,48,23.56,https://www.calculator.net/take-home-pay-calculator.html,4,0,94.00,0.01,67300000,"[8,1,1,0,80,0,3,0,0,0,0,1]",2026-04-08,Related searches,informational,Organic
multiply on calculator,12,12,1600,48,0.59,https://www.calculator.net/math-calculator.html,4,0,2.00,0.01,107,"[7,3,66,100,52,24,4,20,44,66,52,44]",2026-03-29,"Image pack, Video, Video Carousel, Related searches, See results about, AI overview",informational,Organic
home amortization calculator,15,15,1000,73,0.51,https://www.calculator.net/mortgage-payoff-calculator.html,4,0,2.00,0.18,16500000,"[30,34,30,44,34,30,30,44,30,24,24,20]",2026-03-01,Related searches,transactional,Organic
how many minutes until 12 00,11,11,480,27,0.00,https://www.calculator.net/time-duration-calculator.html,4,0,0.00,0,942000000,"[13,11,20,25,25,20,16,31,16,16,25,100]",2026-04-14,"Instant answer, Video, Related searches",informational,Organic
40 km/h to mph,17,17,1600,26,0.00,https://www.calculator.net/speed-calculator.html,4,0,0.00,0,128000000,"[8,7,10,13,0,66,44,100,29,10,10,10]",2026-04-07,"Instant answer, Video, Related searches",informational,Organic
future value formula calculator,12,12,480,34,0.47,https://www.calculator.net/finance-calculator.html,4,0,1.00,0.08,113000000,"[2,2,2,100,2,2,1,1,3,2,1,1]",2026-03-29,"Video, Related searches",informational,Organic
us currency to dominican republic,18,18,1600,29,0.39,https://www.calculator.net/currency-calculator.html,4,0,1.00,0.03,65300000,"[3,3,3,100,82,82,1,30,82,65,82,82]",2026-04-08,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
how many weeks gestation,18,18,1600,70,0.57,https://www.calculator.net/pregnancy-calculator.html,4,0,2.00,0.02,15900000,"[3,81,100,65,16,10,13,43,10,3,54,4]",2026-03-11,"Video, Image, Related searches, AI overview",informational,Organic
what are the factors of,13,13,880,41,0.00,https://www.calculator.net/factor-calculator.html,4,0,0.00,0,1110000000,"[13,34,24,30,30,11,7,34,44,34,44,24]",2026-03-30,"Video, Related searches, AI overview",informational,Organic
how do you calculate a percentage off,13,13,1600,27,0.41,https://www.calculator.net/discount-calculator.html,4,0,1.00,0,431000000,"[0,0,0,100,43,66,0,0,0,0,81,0]",2026-03-29,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
how to calculate a handicap in golf,12,12,880,16,0.39,https://www.calculator.net/golf-handicap-calculator.html,4,0,1.00,0.22,1150000,"[30,10,45,55,100,62,81,62,36,55,16,30]",2026-03-10,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
mph to m s-1,12,12,2900,35,0.00,https://www.calculator.net/speed-calculator.html,4,0,0.00,0,224000000,"[0,100,0,0,0,0,0,0,0,0,0,0]",2026-04-17,"Instant answer, Video, Video Carousel, People also ask, Related searches",informational,Organic
how many days calculator,20,20,2900,72,0.00,https://www.calculator.net/time-duration-calculator.html,4,0,0.00,0,90,"[19,19,19,19,13,16,16,13,13,10,8,8]",2026-04-21,"Video, Related searches",informational,Organic
bmr estimate,18,18,1600,66,0.06,https://www.calculator.net/tdee-calculator.html,4,0,0.00,0.16,4890000,"[0,1,100,0,0,0,0,0,0,0,0,0]",2026-03-27,"Sitelinks, Related searches",informational,Organic
what grade is a 60 percent,12,12,590,16,0.00,https://www.calculator.net/grade-calculator.html,4,0,0.00,0,143,"[25,37,100,37,37,0,3,2,11,52,46,31]",2026-03-11,"Sitelinks, Video, Related searches, AI overview",informational,Organic
dollar in tunisian dinar,20,0,2900,30,0.03,https://www.calculator.net/currency-calculator.html,4,0,0.00,0,8090000,"[2,54,54,100,66,44,0,0,0,0,0,0]",2026-04-21,"Instant answer, Video, Related searches",informational,Organic
18000 pounds to usd,12,12,590,20,0.00,https://www.calculator.net/currency-calculator.html,4,0,0.00,0.01,894000,"[100,59,72,59,48,88,48,32,48,48,59,88]",2026-03-27,"Instant answer, Related searches",informational,Organic
world conversion clock,11,11,320,94,0.00,https://www.calculator.net/time-zone-calculator.html,4,0,0.00,0,104000000,"[0,3,0,0,100,8,0,0,84,7,5,5]",2026-04-06,"Video, Related searches",informational,Organic
morgage estimator,11,11,320,74,0.00,https://www.calculator.net/mortgage-calculator.html,4,0,0.00,0,0,"[30,4,5,4,100,2,3,2,3,0,5,8]",2026-03-14,"Sitelinks, Video, Related searches",informational,Organic
cup size european american,11,11,590,15,0.27,https://www.calculator.net/bra-size-calculator.html,4,0,1.00,0.23,110,"[13,55,100,45,67,67,13,13,36,45,55,36]",2026-03-15,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
3 divided 4,11,11,480,30,0.00,https://www.calculator.net/fraction-calculator.html,4,0,0.00,0,328000000,"[30,0,0,0,100,0,13,0,34,0,0,20]",2026-03-26,"Instant answer, Video, Related searches",informational,Organic
6.25 as a fraction,17,17,2900,19,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=0.1&ctype=2&x=0&y=0,4,0,0.00,0,10400000,"[66,66,66,66,43,15,10,24,54,54,54,36]",2026-04-18,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
how many days is 9 years,13,13,880,18,0.00,https://www.calculator.net/date-calculator.html,4,0,0.00,0,139,"[31,37,52,68,68,37,52,52,37,37,52,37]",2026-03-19,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
in 10 hours what time will it be,15,15,880,8,0.00,https://www.calculator.net/time-calculator.html,4,0,0.00,0,119,"[24,13,13,44,10,13,16,8,10,24,10,13]",2026-04-17,"Video, Related searches",informational,Organic
sleep time,12,12,2400,80,0.63,https://www.calculator.net/sleep-calculator.html,3,0,1.00,0.05,2300000000,"[54,29,29,36,24,19,19,24,16,16,16,19]",2026-04-20,"Video, People also ask, Related searches, Things to know","commercial, informational",Organic
285/55r20 to inches,16,16,1300,11,0.76,https://www.calculator.net/tire-size-calculator.html,3,0,2.00,0.99,121,"[54,10,54,3,2,3,5,5,0,54,100,81]",2026-03-24,"Sitelinks, Video, Related searches, AI overview",informational,Organic
how many weeks on a pregnancy,17,17,2400,61,0.57,https://www.calculator.net/pregnancy-calculator.html,3,0,1.00,0.02,361000000,"[36,66,100,0,0,0,0,0,0,0,0,0]",2026-04-19,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
payment calculator for loans,17,17,1000,60,1.01,https://www.calculator.net/amortization-calculator.html,3,0,3.00,0.31,333000000,"[13,29,29,100,0,1,10,16,7,2,16,8]",2026-04-03,"Sitelinks, Related searches",informational,Organic
5/5 decimal,20,50,2400,21,0.00,https://www.calculator.net/fraction-calculator.html,3,0,0.00,0,16900000,"[3,81,100,0,0,0,0,0,0,81,66,54]",2026-04-22,"Sitelinks, Video, Related searches, AI overview",informational,Organic
how much much tax should i pay,19,19,2400,86,0.49,https://www.calculator.net/take-home-pay-calculator.html,3,0,1.00,0.24,182,"[3,81,100,66,28,24,1,7,19,19,24,28]",2026-04-18,"Video, Related searches, AI overview",informational,Organic
1 1/2 to decimal,17,17,1000,28,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=1.5&ctype=2&x=0&y=0,3,0,0.00,0,38400000,"[0,8,100,0,0,0,0,0,0,81,0,0]",2026-03-11,"Instant answer, Video, Related searches",informational,Organic
8 hours work calculator,11,11,260,65,0.00,https://www.calculator.net/hours-calculator.html,3,0,0.00,0,91,"[19,66,54,81,54,5,4,54,44,44,1,29]",2026-03-13,"Video, Related searches",informational,Organic
salary checker,14,14,720,76,2.82,https://www.calculator.net/salary-calculator.html,3,0,8.00,0.12,139,"[67,45,45,55,76,55,55,67,45,67,36,55]",2026-03-10,"Sitelinks, Video, Related searches","commercial, informational",Organic
11/6 as a decimal,16,16,1000,16,0.00,https://www.calculator.net/fraction-calculator.html,3,0,0.00,0,397000,"[24,24,30,36,41,10,7,54,100,66,41,54]",2026-03-31,"Video, Related searches, AI overview",informational,Organic
3000 usd to pesos,16,16,1300,25,0.20,https://www.calculator.net/currency-calculator.html,3,0,0.00,0,15800000,"[3,19,0,0,1,0,0,54,10,0,6,6]",2026-03-30,"Instant answer, Video, Related searches",informational,Organic
what is the date of today,19,19,2400,61,0.66,https://www.calculator.net/date-calculator.html,3,0,1.00,0.01,6870000000,"[8,19,44,16,35,23,29,23,23,19,35,54]",2026-04-16,"Video, People also ask, Related searches",informational,Organic
what is a 40 shoe size,14,14,720,43,0.08,https://www.calculator.net/shoe-size-conversion.html,3,0,0.00,0.17,369000000,"[31,37,52,31,31,31,37,20,37,37,37,31]",2026-03-13,"Video, Related searches, AI overview",informational,Organic
what is half of 1/2,18,18,1000,30,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=1.4&ctype=2&x=0&y=0,3,0,0.00,0,2170000000,"[36,52,52,1,100,0,0,0,0,36,36,52]",2026-04-01,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
average percentage calculator,16,13,2400,36,0.00,https://www.calculator.net/percent-calculator.html,3,0,0.00,0,576000000,"[53,53,53,53,53,35,35,29,35,44,35,35]",2026-04-21,"Video, Related searches, Questions and answers, AI overview",informational,Organic
what month is next month,15,0,1300,70,0.00,https://www.calculator.net/date-calculator.html,3,0,0.00,0,3760000000,"[34,55,65,55,65,24,55,34,82,30,44,30]",2026-04-21,"Image pack, Video, Related searches, AI overview",informational,Organic
us bond calculator,14,14,720,41,1.69,https://www.calculator.net/bond-calculator.html,3,0,5.00,0.01,90,"[55,36,45,45,100,36,36,24,30,30,30,36]",2026-04-02,"Video, Related searches","informational, navigational",Organic
stairmate ladder,17,17,2400,29,0.39,https://www.calculator.net/stair-calculator.html,3,0,1.00,1,103,"[3,0,100,100,43,66,1,4,43,81,0,1]",2026-04-19,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
opposite over adjacent,11,11,1000,29,0.00,https://www.calculator.net/right-triangle-calculator.html,3,0,0.00,0,114,"[27,36,36,36,36,16,13,13,24,36,27,27]",2026-04-03,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
rental real estate,11,11,1300,80,0.70,https://www.calculator.net/rental-property-calculator.html,3,0,2.00,0.27,326000000,"[20,44,34,65,55,55,13,34,24,55,34,44]",2026-03-27,"Local pack, Video, People also ask, Related searches",commercial,Organic
time converter calculator hours,13,13,480,78,0.00,https://www.calculator.net/time-duration-calculator.html,3,0,0.00,0,546000000,"[26,48,59,48,59,48,48,39,59,48,39,26]",2026-04-17,"Video, Related searches","informational, transactional",Organic
0.1 into fraction,15,15,2400,23,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=0.1&ctype=2&x=0&y=0,3,0,0.00,0,136000000,"[2,44,66,100,35,19,1,1,35,3,2,7]",2026-04-17,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
number of days between to dates,15,15,720,32,0.00,https://www.calculator.net/day-counter.html,3,0,0.00,0,1210000000,"[81,4,0,0,0,0,0,0,0,0,0,0]",2026-04-19,"Video, Related searches",informational,Organic
army fitness test calculator,19,19,1300,30,0.00,https://www.calculator.net/army-body-fat-calculator.html,3,0,0.00,0,110,"[46,68,13,100,68,100,68,84,84,84,31,31]",2026-03-24,"Video, Image, Related searches",informational,Organic
triangular prism surface area calculator,14,14,880,41,1.91,https://www.calculator.net/surface-area-calculator.html,3,0,5.00,0.01,435000,"[5,13,19,29,19,3,3,1,1,1,1,0]",2026-04-03,"Instant answer, Image pack, Video, Related searches",informational,Organic
size 34 shoes in us,13,13,720,47,0.17,https://www.calculator.net/shoe-size-conversion.html,3,0,0.00,0.1,194000000,"[16,13,68,37,31,20,84,68,11,52,46,16]",2026-04-15,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
3 000 x 12,12,12,1300,40,0.00,https://www.calculator.net/math-calculator.html,3,0,0.00,0,2540000000,"[100,45,81,81,62,81,100,81,81,81,100,81]",2026-03-29,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
childrens shoe size in womens,19,19,2400,42,0.49,https://www.calculator.net/shoe-size-conversion.html,3,0,1.00,0.2,119,"[2,35,66,44,29,35,0,3,29,29,54,54]",2026-04-18,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
how many days is two weeks,14,14,1300,22,0.00,https://www.calculator.net/date-calculator.html,3,0,0.00,0,113,"[66,54,41,41,41,30,100,66,41,66,66,66]",2026-03-28,"Instant answer, Sitelinks, Video, People also ask, Related searches",informational,Organic
sales tax in mississippi,14,14,720,28,1.75,https://www.calculator.net/sales-tax-calculator.html,3,0,5.00,0.02,0,"[37,31,84,37,31,31,46,31,31,31,46,25]",2026-03-14,"Video, Related searches, AI overview","informational, transactional",Organic
20 percent of 25,14,14,2400,23,0.00,https://www.calculator.net/percent-calculator.html,3,0,0.00,0,539000000,"[29,19,23,23,29,35,23,29,29,29,29,29]",2026-04-19,"Instant answer, Video, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
matrix operations,17,17,1300,40,0.00,https://www.calculator.net/matrix-calculator.html,3,0,0.00,0,121,"[54,54,41,66,66,36,36,41,79,54,54,41]",2026-03-31,"Video, Related searches, AI overview",informational,Organic
us dollar to cuban dollar,15,15,880,29,0.00,https://www.calculator.net/currency-calculator.html,3,0,0.00,0.33,0,"[8,68,68,84,100,84,5,37,0,68,1,1]",2026-03-13,"Instant answer, Video, Related searches",informational,Organic
